"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 01 16:58:40 GMT 2023","Mon May 01 16:58:40 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Conflicts Policy'",""
"broken","Mon May 01 16:58:30 GMT 2023","Mon May 01 16:58:30 GMT 2023","0","app.tests","test_registration_page","","","","Check Last Name field title",""
"broken","Mon May 01 16:58:26 GMT 2023","Mon May 01 16:58:26 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Cookies policy'",""
"broken","Mon May 01 16:58:44 GMT 2023","Mon May 01 16:58:44 GMT 2023","0","app.tests","test_registration_page","","","","Assert the second step bullet color",""
"broken","Mon May 01 16:58:29 GMT 2023","Mon May 01 16:58:29 GMT 2023","0","app.tests","test_registration_page","","","","Check password invisibility",""
"broken","Mon May 01 16:58:38 GMT 2023","Mon May 01 16:58:38 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Risk disclosure'",""
"broken","Mon May 01 16:58:16 GMT 2023","Mon May 01 16:58:16 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:57:42 GMT 2023","Mon May 01 16:57:42 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill the first name",""
"broken","Mon May 01 16:58:43 GMT 2023","Mon May 01 16:58:43 GMT 2023","0","app.tests","test_registration_page","","","","Assert the first step bullet color",""
"broken","Mon May 01 16:58:39 GMT 2023","Mon May 01 16:58:39 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Privacy Policy'",""
"broken","Mon May 01 16:58:08 GMT 2023","Mon May 01 16:58:08 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill mobile number with incorrect data",""
"broken","Mon May 01 16:58:22 GMT 2023","Mon May 01 16:58:22 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill password with digits",""
"broken","Mon May 01 16:58:04 GMT 2023","Mon May 01 16:58:04 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:22 GMT 2023","Mon May 01 16:58:22 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill password more than 8 chars",""
"broken","Mon May 01 16:58:41 GMT 2023","Mon May 01 16:58:41 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Terms and Conditions'",""
"broken","Mon May 01 16:58:32 GMT 2023","Mon May 01 16:58:32 GMT 2023","0","app.tests","test_registration_page","","","","Check Email Address field title",""
"broken","Mon May 01 16:58:11 GMT 2023","Mon May 01 16:58:11 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:58:05 GMT 2023","Mon May 01 16:58:05 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill the last name",""
"broken","Mon May 01 16:58:24 GMT 2023","Mon May 01 16:58:24 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill correct password",""
"broken","Mon May 01 16:57:55 GMT 2023","Mon May 01 16:57:55 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:03 GMT 2023","Mon May 01 16:58:03 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:39 GMT 2023","Mon May 01 16:58:39 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Order Execution Policy'",""
"broken","Mon May 01 16:58:46 GMT 2023","Mon May 01 16:58:46 GMT 2023","0","app.tests","test_registration_page","","","","Assert logo visibility",""
"broken","Mon May 01 16:58:00 GMT 2023","Mon May 01 16:58:00 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:57:53 GMT 2023","Mon May 01 16:57:53 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:04 GMT 2023","Mon May 01 16:58:04 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:02 GMT 2023","Mon May 01 16:58:02 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:57:58 GMT 2023","Mon May 01 16:57:58 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:24 GMT 2023","Mon May 01 16:58:24 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't check checkbox",""
"broken","Mon May 01 16:58:42 GMT 2023","Mon May 01 16:58:42 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'CFI CY website'",""
"broken","Mon May 01 16:58:44 GMT 2023","Mon May 01 16:58:44 GMT 2023","0","app.tests","test_registration_page","","","","Assert the third step bullet color",""
"broken","Mon May 01 16:58:19 GMT 2023","Mon May 01 16:58:19 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill password. Lower case check",""
"broken","Mon May 01 16:58:37 GMT 2023","Mon May 01 16:58:37 GMT 2023","0","app.tests","test_registration_page","","","","Check header text",""
"broken","Mon May 01 16:58:28 GMT 2023","Mon May 01 16:58:28 GMT 2023","0","app.tests","test_registration_page","","","","Check the phone code visibility",""
"broken","Mon May 01 16:58:26 GMT 2023","Mon May 01 16:58:26 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Privacy policy'",""
"broken","Mon May 01 16:57:56 GMT 2023","Mon May 01 16:57:56 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:23 GMT 2023","Mon May 01 16:58:23 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill password more than 20 chars",""
"broken","Mon May 01 16:58:19 GMT 2023","Mon May 01 16:58:19 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill password. Upper case check",""
"broken","Mon May 01 16:57:57 GMT 2023","Mon May 01 16:57:57 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:30 GMT 2023","Mon May 01 16:58:30 GMT 2023","0","app.tests","test_registration_page","","","","Check First Name field title",""
"broken","Mon May 01 16:58:18 GMT 2023","Mon May 01 16:58:18 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill password. Length check",""
"broken","Mon May 01 16:58:34 GMT 2023","Mon May 01 16:58:34 GMT 2023","0","app.tests","test_registration_page","","","","Check Last Name input placeholder",""
"broken","Mon May 01 16:58:15 GMT 2023","Mon May 01 16:58:15 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:57:54 GMT 2023","Mon May 01 16:57:54 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:17 GMT 2023","Mon May 01 16:58:17 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:57:53 GMT 2023","Mon May 01 16:57:53 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:15 GMT 2023","Mon May 01 16:58:15 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:58:25 GMT 2023","Mon May 01 16:58:25 GMT 2023","0","app.tests","test_registration_page","","","","Assert the checkbox text",""
"broken","Mon May 01 16:57:59 GMT 2023","Mon May 01 16:57:59 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:01 GMT 2023","Mon May 01 16:58:01 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:20 GMT 2023","Mon May 01 16:58:20 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill password. Numbers check",""
"broken","Mon May 01 16:58:33 GMT 2023","Mon May 01 16:58:33 GMT 2023","0","app.tests","test_registration_page","","","","Check First Name input placeholder",""
"broken","Mon May 01 16:58:35 GMT 2023","Mon May 01 16:58:35 GMT 2023","0","app.tests","test_registration_page","","","","Check Mobile Number input placeholder",""
"broken","Mon May 01 16:58:37 GMT 2023","Mon May 01 16:58:37 GMT 2023","0","app.tests","test_registration_page","","","","Check Create Password input placeholder",""
"broken","Mon May 01 16:57:59 GMT 2023","Mon May 01 16:57:59 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:13 GMT 2023","Mon May 01 16:58:13 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:58:13 GMT 2023","Mon May 01 16:58:13 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:57:57 GMT 2023","Mon May 01 16:57:57 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:06 GMT 2023","Mon May 01 16:58:06 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill mobile number",""
"broken","Mon May 01 16:58:10 GMT 2023","Mon May 01 16:58:10 GMT 2023","0","app.tests","test_registration_page","","","","Customer doesn't fill email",""
"broken","Mon May 01 16:58:09 GMT 2023","Mon May 01 16:58:09 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill mobile number with incorrect data",""
"broken","Mon May 01 16:58:36 GMT 2023","Mon May 01 16:58:36 GMT 2023","0","app.tests","test_registration_page","","","","Check Email Address input placeholder",""
"broken","Mon May 01 16:58:10 GMT 2023","Mon May 01 16:58:10 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill mobile number with incorrect data",""
"broken","Mon May 01 16:58:17 GMT 2023","Mon May 01 16:58:17 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:58:35 GMT 2023","Mon May 01 16:58:35 GMT 2023","0","app.tests","test_registration_page","","","","Check Mobile Country Code input placeholder",""
"broken","Mon May 01 16:58:27 GMT 2023","Mon May 01 16:58:27 GMT 2023","0","app.tests","test_registration_page","","","","Assert the 'Next' button title",""
"broken","Mon May 01 16:58:42 GMT 2023","Mon May 01 16:58:42 GMT 2023","0","app.tests","test_registration_page","","","","Assert the link 'Shares Trading terms and conditions'",""
"broken","Mon May 01 16:58:33 GMT 2023","Mon May 01 16:58:33 GMT 2023","0","app.tests","test_registration_page","","","","Check Create Password field title",""
"broken","Mon May 01 16:58:45 GMT 2023","Mon May 01 16:58:45 GMT 2023","0","app.tests","test_registration_page","","","","Assert the fourth step bullet color",""
"broken","Mon May 01 16:58:07 GMT 2023","Mon May 01 16:58:07 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill mobile number with incorrect data",""
"broken","Mon May 01 16:58:06 GMT 2023","Mon May 01 16:58:06 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill mobile number with incorrect data",""
"broken","Mon May 01 16:58:02 GMT 2023","Mon May 01 16:58:02 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:57:55 GMT 2023","Mon May 01 16:57:55 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill the first name with incorrect data",""
"broken","Mon May 01 16:58:08 GMT 2023","Mon May 01 16:58:08 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill mobile number with incorrect data",""
"broken","Mon May 01 16:58:31 GMT 2023","Mon May 01 16:58:31 GMT 2023","0","app.tests","test_registration_page","","","","Check Mobile Number field title",""
"broken","Mon May 01 16:58:21 GMT 2023","Mon May 01 16:58:21 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill password with upper case letters",""
"broken","Mon May 01 16:58:14 GMT 2023","Mon May 01 16:58:14 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
"broken","Mon May 01 16:58:28 GMT 2023","Mon May 01 16:58:28 GMT 2023","0","app.tests","test_registration_page","","","","Change the phone code",""
"broken","Mon May 01 16:58:12 GMT 2023","Mon May 01 16:58:12 GMT 2023","0","app.tests","test_registration_page","","","","Customer fill email with incorrect data",""
